ID,Station Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location
1594046439642845942,California Ave & Winona St,6,6,In Service,41.974712,-87.697852,"(41.974712, -87.697852)"
1594046400988140228,Rockwell St & Cermak Rd,9,9,In Service,41.851644,-87.690621,"(41.851644, -87.690621)"
1594046456822715152,Richmond St & Lincoln Ave,6,6,In Service,41.988281,-87.703034,"(41.988281, -87.703034)"
1594046439642845944,N Shore Channel Trail & Argyle St,9,9,In Service,41.972177,-87.702749,"(41.972177, -87.702749)"
1594046379513303716,Sacramento Blvd & Fulton Ave,9,9,In Service,41.886528,-87.70167,"(41.886528, -87.70167)"
337,Clark St & Chicago Ave,19,19,In Service,41.89675,-87.63089,"(41.89675, -87.63089)"
497,Kimball Ave & Belmont Ave,15,15,In Service,41.939398,-87.711561,"(41.939398, -87.711561)"
172,Rush St & Cedar St,11,11,In Service,41.902308701,-87.627690528,"(41.90230870122, -87.627690528)"
296,Broadway & Belmont Ave,19,19,In Service,41.940106,-87.645451,"(41.940106, -87.645451)"
135,Halsted St & 21st St,11,11,In Service,41.853779811,-87.646602988,"(41.85377981072743, -87.6466029882431)"
1575949528657471478,Menard Ave & North Ave,9,9,In Service,41.9097167,-87.7702037,"(41.9097167, -87.7702037)"
532,Austin Blvd & Lake St,11,11,In Service,41.888059607,-87.774265409,"(41.888059607175954, -87.77426540851593)"
1575949519568499430,Augusta Blvd & Laramie Ave,9,9,In Service,41.8986607,-87.7554551,"(41.8986607, -87.7554551)"
1594046452527747848,Elston Ave & George St,9,9,In Service,41.934003,-87.690823,"(41.934003, -87.690823)"
1594046405283107528,California & 16th St,9,9,In Service,41.859228,-87.695562,"(41.859228, -87.695562)"
81,Daley Center Plaza,39,39,In Service,41.884241,-87.629634,"(41.884241, -87.629634)"
1594046422462976738,Kedzie Ave & George St,9,9,In Service,41.933886,-87.707262,"(41.933886, -87.707262)"
1594046413873042132,Western Ave & Grace St,9,9,In Service,41.948759,-87.688466,"(41.948759, -87.688466)"
1594046409578074834,Francisco Ave & Bloomingdale Ave,9,9,In Service,41.913959,-87.699368,"(41.913959, -87.699368)"
627,LaSalle Dr & Huron St,19,19,In Service,41.894877,-87.632326,"(41.894877, -87.632326)"
1594046431052911340,Campbell Ave & Irving Park Rd,9,9,In Service,41.95421,-87.690957,"(41.95421, -87.690957)"
1582242298157749812,Francisco Ave & 47th St,9,9,In Service,41.8084245,-87.696619,"(41.8084245, -87.696619)"
1594046392398205628,Albany Ave & Douglas Blvd,9,9,In Service,41.86191,-87.703113,"(41.86191, -87.703113)"
1594046431052911342,California Ave & Berteau Ave,9,9,Not Installed,41.957573,-87.69783,"(41.957573, -87.69783)"
1594046418168009436,Elston Ave & Henderson St,9,9,In Service,41.941499,-87.701051,"(41.941499, -87.701051)"
1594046465420805300,Western Ave & Ardmore Ave,9,9,In Service,41.9867636,-87.6898796,"(41.9867636, -87.6898796)"
588,South Chicago Ave & 83rd St,11,11,In Service,41.743921,-87.575225,"(41.743921, -87.575225)"
202,Halsted St & 18th St,15,15,In Service,41.85750568,-87.645991445,"(41.85750568031716, -87.64599144458771)"
98,LaSalle St & Washington St,15,15,In Service,41.882664,-87.63253,"(41.882664, -87.63253)"
198,Green St & Madison St,27,27,In Service,41.881892,-87.648789,"(41.881892, -87.648789)"
572,State St & 76th St,11,11,In Service,41.756971,-87.624621,"(41.756971, -87.624621)"
677,Stewart Ave & 83rd St,15,15,In Service,41.743717,-87.634088,"(41.743717, -87.634088)"
485,Sawyer Ave & Irving Park Rd,15,15,In Service,41.953586179,-87.7093108,"(41.95358617895, -87.7093107999)"
7,Field Blvd & South Water St,19,19,In Service,41.886349063,-87.617516547,"(41.88634906269, -87.6175165471)"
701,Constance Ave & 95th St,15,15,In Service,41.722290741,-87.578968406,"(41.72229074095262, -87.57896840572357)"
697,Oglesby Ave & 100th St,15,15,In Service,41.713397484,-87.565841675,"(41.713397484422444, -87.56584167480469)"
698,Cottage Grove Ave & 111th Pl,15,15,In Service,41.691709758,-87.610001564,"(41.69170975847015, -87.61000156402588)"
699,Vernon Ave & 107th St,15,15,In Service,41.700121379,-87.612259984,"(41.70012137923888, -87.61225998401642)"
700,Halsted St & 96th St,15,15,In Service,41.719712184,-87.643019557,"(41.719712183618824, -87.6430195569992)"
702,Greenwood Ave & 91st St,15,15,In Service,41.728264268,-87.597298622,"(41.728264268162725, -87.59729862213135)"
703,Greenwood Ave & 97th St,15,15,In Service,41.718703155,-87.597035766,"(41.71870315475741, -87.59703576564789)"
704,Avenue O & 134th St,15,15,In Service,41.651867802,-87.539671361,"(41.65186780228521, -87.53967136144637)"
592,Knox Ave & Montrose Ave,11,11,In Service,41.960631,-87.745359,"(41.960631, -87.745359)"
724,Homewood Ave & 115th St,15,15,In Service,41.684595072,-87.670708001,"(41.684595072026184, -87.67070800065994)"
725,Halsted St & 104th St,15,15,In Service,41.705139789,-87.642424107,"(41.70513978893236, -87.6424241065979)"
735,Western Ave & 104th St,15,15,In Service,41.704587102,-87.681203485,"(41.70458710218908, -87.68120348453522)"
739,Altgeld Gardens,15,15,In Service,41.65666553,-87.598800659,"(41.656665529673724, -87.59880065917969)"
728,Western Ave & 111th St,23,23,In Service,41.691211035,-87.681297362,"(41.691211034981045, -87.68129736185074)"
73,Jefferson St & Monroe St,19,19,In Service,41.880329634,-87.642745972,"(41.880329633634624, -87.64274597167967)"
727,Ada St & 113th St,15,15,In Service,41.687561623,-87.655475736,"(41.687561623357375, -87.65547573566435)"
730,Lawndale Ave & 111th St,15,15,In Service,41.691319192,-87.712885737,"(41.69131919221066, -87.71288573741913)"
731,Bradley Park,11,11,In Service,41.717878302,-87.564591765,"(41.717878301935, -87.56459176540375)"
732,Hegewisch Metra Station,15,15,In Service,41.648500763,-87.546089888,"(41.64850076266409, -87.54608988761902)"
734,Commercial Ave & 100th St,15,15,In Service,41.713317395,-87.551097572,"(41.71331739547703, -87.55109757184982)"
736,Kedzie Ave & 110th St,11,11,In Service,41.692394746,-87.700960636,"(41.69239474587557, -87.70096063613892)"
737,Chicago State University,23,23,In Service,41.718963422,-87.608295679,"(41.71896342165455, -87.60829567909241)"
738,Calumet Park,15,15,In Service,41.71370983,-87.530844212,"(41.71370983035615, -87.53084421157837)"
74,Kingsbury St & Erie St,23,23,In Service,41.893808056,-87.641697228,"(41.89380805624359, -87.64169722795485)"
740,Loomis St & 89th St,15,15,In Service,41.732379753,-87.658069432,"(41.73237975329554, -87.65806943178177)"
741,Yates Blvd & 93rd St,15,15,In Service,41.72616639,-87.566276193,"(41.726166390245105, -87.5662761926651)"
742,Doty Ave & 111th St,15,15,In Service,41.695010449,-87.598714828,"(41.69501044938143, -87.59871482849121)"
748,Olive Harvey College,15,15,In Service,41.709581135,-87.590233684,"(41.70958113526255, -87.59023368358612)"
